"cliente","genero","nivel_educativo","ocupacion","propietario_casa","estado_civil","ingreso_anual","numero_hijos","unidades_compradas"
"1330","F","Universitaria Postgrado","Empresario","Si","Casado",80000,5,"1"
"1331","F","Universitaria Completa","Independiente","No","Soltero",60000,2,"1"
"1332","F","Universitaria Postgrado","Empresario","Si","Casado",80000,4,"1"
"1333","F","Universitaria Postgrado","Empresario","Si","Soltero",110000,1,"1"
"1334","F","Universitaria Completa","Independiente","No","Soltero",90000,0,"1"
"1335","F","Secundaria Incompleta","Comerciante","No","Soltero",20000,0,"1"
"1336","F","Universitaria Incompleta","Deportista","Si","Soltero",40000,2,"1"
"1337","F","Universitaria Completa","Independiente","No","Soltero",90000,0,"1"
"1338","F","Universitaria Postgrado","Empresario","No","Casado",80000,5,"1"
"1339","F","Universitaria Postgrado","Empresario","Si","Soltero",110000,1,"1"
"134","F","Secundaria Completa","Comerciante","Si","Soltero",20000,2,"1"
"1340","F","Universitaria Postgrado","Empresario","Si","Casado",100000,1,"1"
"1341","F","Universitaria Completa","Deportista","Si","Casado",40000,0,"1"
"1342","F","Universitaria Postgrado","Empresario","Si","Soltero",80000,5,"1"
"1343","F","Universitaria Postgrado","Empresario","Si","Casado",80000,5,"1"
"1344","F","Universitaria Completa","Independiente","Si","Soltero",60000,4,"1"
"1345","F","Secundaria Completa","Empleado","No","Soltero",30000,3,"1"
"1346","F","Universitaria Completa","Independiente","Si","Casado",60000,3,"1"
"1347","F","Secundaria Completa","Empleado","No","Casado",20000,4,"1"
"1348","F","Universitaria Incompleta","Deportista","Si","Soltero",30000,2,"1"
"1349","F","Secundaria Incompleta","Deportista","Si","Casado",20000,2,"1"
"135","F","Universitaria Completa","Empleado","Si","Casado",30000,1,"1"
"1350","F","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"1351","F","Universitaria Incompleta","Deportista","No","Soltero",30000,3,"1"
"1352","F","Secundaria Completa","Empleado","Si","Soltero",30000,3,"1"
"1353","F","Secundaria Completa","Independiente","Si","Soltero",80000,2,"1"
"1354","F","Universitaria Completa","Empresario","No","Soltero",120000,1,"1"
"1355","F","Universitaria Completa","Independiente","Si","Soltero",60000,3,"1"
"1356","F","Universitaria Postgrado","Empresario","No","Soltero",130000,0,"1"
"1357","F","Universitaria Postgrado","Empresario","Si","Casado",130000,0,"1"
"1358","F","Universitaria Incompleta","Empleado","Si","Soltero",70000,1,"1"
"1359","F","Universitaria Incompleta","Empleado","Si","Soltero",60000,1,"1"
"136","F","Universitaria Completa","Deportista","Si","Casado",30000,1,"1"
"1360","F","Universitaria Incompleta","Empleado","Si","Casado",60000,1,"1"
"1361","F","Universitaria Completa","Independiente","Si","Soltero",70000,0,"1"
"1362","F","Universitaria Incompleta","Empleado","Si","Soltero",70000,1,"1"
"1363","F","Universitaria Incompleta","Empleado","Si","Soltero",70000,1,"1"
"1364","F","Universitaria Incompleta","Empleado","No","Soltero",60000,1,"1"
"1365","F","Universitaria Completa","Independiente","Si","Soltero",80000,5,"1"
"1366","F","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"1367","F","Universitaria Incompleta","Empleado","Si","Casado",60000,1,"1"
"1368","F","Universitaria Incompleta","Empleado","Si","Soltero",60000,1,"1"
"1369","F","Universitaria Completa","Independiente","Si","Soltero",70000,0,"1"
"137","F","Universitaria Postgrado","Deportista","Si","Casado",30000,3,"1"
"1370","F","Universitaria Postgrado","Empresario","No","Soltero",110000,0,"1"
"1371","F","Universitaria Incompleta","Deportista","No","Soltero",30000,2,"1"
"1372","F","Secundaria Completa","Empleado","No","Soltero",10000,5,"1"
"1373","F","Universitaria Incompleta","Empleado","Si","Casado",60000,1,"1"
"1374","F","Universitaria Incompleta","Empleado","Si","Soltero",80000,1,"1"
"1375","F","Universitaria Incompleta","Deportista","Si","Soltero",30000,2,"1"
"1376","F","Secundaria Completa","Comerciante","No","Soltero",10000,1,"1"
"1377","F","Universitaria Completa","Empresario","Si","Soltero",40000,2,"1"
"1378","F","Universitaria Incompleta","Comerciante","No","Soltero",10000,0,"1"
"1379","F","Universitaria Incompleta","Comerciante","Si","Soltero",20000,0,"1"
"138","F","Universitaria Completa","Empresario","Si","Casado",110000,3,"1"
"1380","F","Universitaria Incompleta","Comerciante","No","Soltero",10000,0,"1"
"1381","F","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"1382","F","Universitaria Postgrado","Independiente","Si","Soltero",60000,1,"1"
"1383","F","Universitaria Completa","Empleado","Si","Casado",70000,2,"1"
"1384","F","Universitaria Completa","Empleado","No","Soltero",50000,2,"1"
"1385","F","Universitaria Incompleta","Empleado","Si","Casado",70000,1,"1"
"1386","F","Universitaria Postgrado","Independiente","Si","Casado",60000,2,"1"
"1387","F","Universitaria Completa","Independiente","Si","Soltero",90000,5,"1"
"1388","F","Universitaria Completa","Independiente","Si","Soltero",70000,4,"1"
"1389","F","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"139","F","Universitaria Postgrado","Empleado","No","Soltero",50000,0,"1"
"1390","F","Universitaria Postgrado","Independiente","Si","Soltero",60000,3,"1"
"1391","F","Universitaria Postgrado","Independiente","No","Casado",60000,3,"1"
"1392","F","Universitaria Completa","Independiente","No","Soltero",70000,1,"1"
"1393","F","Secundaria Completa","Empleado","Si","Soltero",40000,4,"1"
"1394","F","Universitaria Incompleta","Empleado","Si","Casado",60000,1,"1"
"1395","F","Universitaria Incompleta","Empleado","Si","Casado",60000,1,"1"
"1396","F","Universitaria Postgrado","Independiente","No","Soltero",60000,0,"1"
"1397","F","Universitaria Incompleta","Empleado","Si","Casado",60000,1,"1"
"1398","F","Universitaria Incompleta","Empleado","Si","Casado",60000,1,"1"
"1399","F","Universitaria Postgrado","Independiente","No","Soltero",80000,2,"1"
"14","M","Universitaria Postgrado","Empleado","Si","Casado",50000,1,"1"
"140","F","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"1400","F","Universitaria Completa","Independiente","No","Soltero",60000,1,"1"
"1401","F","Universitaria Incompleta","Independiente","Si","Casado",70000,3,"1"
"1402","F","Universitaria Incompleta","Independiente","Si","Soltero",100000,4,"1"
"1403","F","Universitaria Completa","Empresario","Si","Soltero",120000,3,"1"
"1404","F","Universitaria Incompleta","Independiente","No","Casado",70000,3,"1"
"1405","F","Universitaria Incompleta","Independiente","Si","Soltero",90000,0,"1"
"1406","F","Universitaria Incompleta","Independiente","No","Soltero",150000,1,"1"
"1407","F","Universitaria Completa","Empresario","No","Casado",160000,1,"1"
"1408","F","Secundaria Completa","Independiente","No","Soltero",60000,2,"1"
"1409","F","Secundaria Completa","Independiente","No","Casado",60000,2,"1"
"141","F","Universitaria Completa","Empresario","Si","Casado",40000,2,"1"
"1410","F","Universitaria Completa","Empresario","Si","Casado",130000,4,"1"
"1411","F","Secundaria Completa","Independiente","Si","Casado",70000,3,"1"
"1412","F","Universitaria Postgrado","Empresario","No","Soltero",70000,3,"1"
"1413","F","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"1414","F","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"1415","F","Universitaria Postgrado","Deportista","Si","Soltero",30000,4,"1"
"1416","F","Universitaria Incompleta","Comerciante","No","Casado",10000,2,"1"
"1417","F","Universitaria Incompleta","Comerciante","Si","Soltero",10000,3,"1"
"1418","F","Universitaria Incompleta","Comerciante","No","Soltero",20000,1,"1"
"1419","F","Universitaria Postgrado","Deportista","No","Casado",30000,4,"1"
"142","F","Secundaria Completa","Empleado","Si","Soltero",30000,3,"1"
"1420","F","Universitaria Incompleta","Comerciante","No","Casado",20000,2,"1"
"1421","F","Universitaria Incompleta","Empleado","Si","Casado",60000,0,"1"
"1422","F","Universitaria Incompleta","Empleado","No","Soltero",40000,0,"1"
"1423","F","Universitaria Incompleta","Empleado","Si","Casado",70000,0,"1"
"1424","F","Universitaria Incompleta","Empleado","No","Soltero",60000,0,"1"
"1425","F","Secundaria Completa","Empleado","Si","Soltero",30000,0,"1"
"1426","F","Secundaria Completa","Empleado","Si","Soltero",30000,0,"1"
"1427","F","Universitaria Incompleta","Empleado","No","Soltero",60000,0,"1"
"1428","F","Secundaria Completa","Empleado","Si","Soltero",30000,0,"1"
"1429","F","Universitaria Incompleta","Independiente","Si","Casado",60000,0,"1"
"143","F","Secundaria Completa","Empleado","No","Soltero",80000,2,"1"
"1430","F","Universitaria Incompleta","Independiente","Si","Casado",60000,0,"1"
"1431","F","Secundaria Completa","Empleado","Si","Soltero",40000,0,"1"
"1432","F","Secundaria Completa","Empleado","Si","Casado",30000,0,"1"
"1433","F","Secundaria Incompleta","Deportista","Si","Soltero",30000,0,"1"
"1434","F","Secundaria Completa","Empleado","No","Soltero",40000,0,"1"
"1435","F","Secundaria Completa","Empleado","Si","Casado",40000,0,"1"
"1436","F","Secundaria Completa","Empleado","Si","Casado",40000,0,"1"
"1437","F","Universitaria Incompleta","Empleado","No","Soltero",40000,0,"1"
"1438","F","Universitaria Completa","Empresario","No","Soltero",80000,0,"1"
"1439","F","Universitaria Completa","Empresario","No","Soltero",80000,0,"1"
"144","F","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"1440","F","Universitaria Completa","Empresario","No","Soltero",80000,0,"1"
"1441","F","Universitaria Completa","Empresario","Si","Casado",120000,0,"1"
"1442","F","Universitaria Completa","Empresario","Si","Casado",70000,5,"1"
"1443","F","Universitaria Completa","Empresario","No","Casado",80000,4,"1"
"1444","F","Universitaria Postgrado","Empresario","No","Soltero",170000,2,"1"
"1445","F","Universitaria Incompleta","Empleado","No","Soltero",30000,0,"1"
"1446","F","Secundaria Completa","Empleado","Si","Soltero",30000,0,"1"
"1447","F","Secundaria Completa","Empleado","No","Soltero",30000,0,"1"
"1448","F","Universitaria Incompleta","Independiente","No","Soltero",60000,0,"1"
"1449","F","Universitaria Postgrado","Empresario","No","Soltero",130000,0,"1"
"145","F","Universitaria Completa","Independiente","Si","Casado",60000,2,"1"
"1450","F","Universitaria Completa","Empresario","No","Soltero",150000,0,"1"
"1451","F","Universitaria Incompleta","Comerciante","Si","Casado",10000,2,"1"
"1452","F","Universitaria Incompleta","Deportista","Si","Soltero",30000,0,"1"
"1453","F","Secundaria Completa","Comerciante","No","Soltero",30000,0,"1"
"1454","F","Universitaria Incompleta","Independiente","Si","Casado",110000,3,"1"
"1455","F","Secundaria Completa","Empresario","Si","Casado",90000,4,"1"
"1456","F","Secundaria Incompleta","Comerciante","No","Soltero",20000,0,"1"
"1457","F","Secundaria Completa","Comerciante","No","Soltero",30000,0,"1"
"1458","F","Universitaria Incompleta","Deportista","Si","Soltero",40000,2,"1"
"1459","F","Universitaria Incompleta","Deportista","No","Casado",30000,0,"1"
"146","F","Universitaria Postgrado","Empresario","No","Casado",120000,1,"1"
"1460","F","Universitaria Completa","Empresario","Si","Casado",130000,2,"1"
"1461","F","Universitaria Incompleta","Independiente","No","Soltero",130000,3,"1"
"1462","F","Secundaria Completa","Independiente","Si","Soltero",120000,3,"1"
"1463","F","Secundaria Completa","Independiente","Si","Casado",120000,3,"1"
"1464","F","Secundaria Incompleta","Independiente","Si","Casado",120000,3,"1"
"1465","F","Universitaria Incompleta","Independiente","Si","Soltero",90000,3,"1"
"1466","F","Universitaria Completa","Empresario","Si","Casado",120000,3,"1"
"1467","F","Secundaria Incompleta","Empleado","Si","Casado",90000,4,"1"
"1468","F","Secundaria Incompleta","Independiente","No","Casado",110000,4,"1"
"1469","F","Secundaria Completa","Independiente","Si","Casado",120000,2,"1"
"147","F","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"1470","F","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"1471","F","Universitaria Incompleta","Deportista","Si","Soltero",40000,2,"1"
"1472","F","Universitaria Completa","Deportista","Si","Soltero",20000,1,"1"
"1473","F","Universitaria Completa","Deportista","Si","Soltero",20000,1,"1"
"1474","F","Universitaria Completa","Deportista","Si","Casado",30000,1,"1"
"1475","F","Universitaria Postgrado","Empleado","Si","Casado",50000,0,"1"
"1476","F","Universitaria Incompleta","Comerciante","Si","Casado",20000,2,"1"
"1477","F","Secundaria Completa","Comerciante","Si","Soltero",10000,2,"1"
"1478","F","Universitaria Completa","Deportista","Si","Casado",30000,1,"1"
"1479","F","Universitaria Completa","Deportista","Si","Casado",40000,0,"1"
"148","F","Secundaria Completa","Empleado","No","Soltero",80000,2,"1"
"1480","F","Secundaria Completa","Comerciante","Si","Soltero",20000,3,"1"
"1481","F","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"1482","F","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"1483","F","Secundaria Completa","Empresario","Si","Casado",100000,0,"1"
"1484","F","Secundaria Completa","Empresario","Si","Casado",110000,0,"1"
"1485","F","Secundaria Incompleta","Independiente","No","Casado",120000,0,"1"
"1486","F","Secundaria Incompleta","Independiente","Si","Casado",100000,0,"1"
"1487","F","Secundaria Incompleta","Independiente","No","Casado",120000,0,"1"
"1488","F","Universitaria Completa","Independiente","Si","Casado",70000,0,"1"
"1489","F","Universitaria Completa","Independiente","Si","Soltero",90000,0,"1"
"149","F","Secundaria Incompleta","Empresario","Si","Casado",120000,0,"1"
"1490","F","Universitaria Completa","Independiente","Si","Soltero",90000,0,"1"
"1491","F","Universitaria Completa","Independiente","No","Soltero",90000,0,"1"
"1492","F","Universitaria Completa","Independiente","Si","Casado",90000,0,"1"
"1493","F","Universitaria Completa","Independiente","Si","Casado",90000,0,"1"
"1494","F","Secundaria Completa","Empresario","Si","Casado",100000,0,"1"
"1495","F","Secundaria Completa","Empresario","No","Soltero",110000,0,"1"
"1496","F","Universitaria Completa","Independiente","No","Casado",90000,0,"1"
"1497","F","Universitaria Completa","Independiente","No","Casado",90000,0,"1"
"1498","F","Universitaria Completa","Independiente","No","Soltero",90000,0,"1"
"1499","F","Secundaria Completa","Empresario","Si","Casado",110000,0,"1"
"15","M","Universitaria Completa","Empleado","Si","Casado",40000,2,"1"
"150","F","Secundaria Completa","Comerciante","No","Casado",10000,0,"1"
"1500","F","Universitaria Postgrado","Independiente","Si","Soltero",60000,1,"1"
"1501","F","Universitaria Incompleta","Empleado","Si","Casado",70000,0,"1"
"1502","F","Secundaria Incompleta","Empleado","Si","Casado",30000,5,"1"
"1503","F","Secundaria Completa","Independiente","Si","Casado",40000,2,"1"
"1504","F","Secundaria Incompleta","Empleado","Si","Casado",40000,2,"1"
"1505","F","Secundaria Incompleta","Empleado","No","Casado",40000,2,"1"
"1506","M","Universitaria Incompleta","Empleado","No","Soltero",60000,0,"1"
"1507","M","Universitaria Incompleta","Empleado","Si","Casado",60000,0,"1"
"1508","M","Universitaria Incompleta","Empleado","Si","Casado",70000,0,"1"
"1509","M","Universitaria Incompleta","Empleado","No","Soltero",30000,0,"1"
"151","F","Universitaria Postgrado","Empresario","No","Casado",110000,1,"1"
"1510","M","Universitaria Incompleta","Empleado","No","Casado",70000,0,"1"
"1511","M","Secundaria Completa","Empleado","Si","Casado",30000,0,"1"
"1512","M","Universitaria Incompleta","Independiente","Si","Casado",70000,2,"1"
"1513","M","Secundaria Completa","Empleado","Si","Casado",30000,0,"1"
"1514","M","Universitaria Incompleta","Empleado","No","Soltero",40000,0,"1"
"1515","M","Universitaria Incompleta","Empleado","No","Casado",30000,0,"1"
"1516","M","Universitaria Incompleta","Empleado","No","Soltero",70000,0,"1"
"1517","M","Universitaria Postgrado","Empresario","No","Soltero",130000,0,"1"
"1518","M","Universitaria Completa","Empresario","Si","Casado",70000,5,"1"
"1519","M","Universitaria Completa","Empresario","Si","Soltero",110000,2,"1"
"152","F","Universitaria Postgrado","Empresario","Si","Soltero",110000,1,"1"
"1520","M","Universitaria Completa","Empresario","Si","Soltero",110000,2,"1"
"1521","M","Universitaria Incompleta","Empleado","No","Soltero",60000,0,"1"
"1522","M","Universitaria Incompleta","Independiente","No","Soltero",60000,0,"1"
"1523","M","Universitaria Incompleta","Independiente","No","Soltero",60000,0,"1"
"1524","M","Secundaria Incompleta","Comerciante","No","Soltero",20000,0,"1"
